time,true,pre
45.029371,24.68328095846213,115.20393297928213
45.314526,24.703955853036213,115.06521720632493
45.613198,24.753504021979232,115.32361674848973
45.930564,24.801842834165708,115.59617682762563
46.228094,24.842119898340997,115.54376317342012
46.533559,24.882135045533047,115.54376317342012
46.839024,24.931703070998264,115.601305483644
47.10085,25.00933923613485,115.601305483644
47.415043,25.133169236286506,115.50289277745067
47.701059,25.28918476781897,115.45366373118578
48.04428,25.472835850503554,115.6226975768888
48.313953,25.679362119531163,115.6226975768888
48.628571,25.914406136625555,115.37147664027184
48.911728,26.19495704762194,115.1888495868033
49.223245,26.571008847664054,115.23880481445133
49.521195,27.067986867873962,115.76510477187692
49.809834,27.586261953686734,116.21500439628541
50.11586,28.090001119704056,116.58557626897603
50.421886,28.589145864704918,116.63226368039994
50.701134,29.01398277590856,116.6562049728751
51.010526,29.30321666039623,116.9091354614982
51.327949,29.502409726667477,117.32549458327323
51.631265,29.72394232595682,117.64103552302329
51.917697,29.9783317961869,117.78256524884014
52.206593,30.282713370463362,117.88828515520125
52.512892,30.63409627832416,118.37613532126784
52.802541,30.972524223775714,118.99551509035437
53.109087,31.28243914890386,119.29974726794003
53.418943,31.50941716301802,118.93642964469134
53.708143,31.66707322150327,118.72133623188525
54.011113,31.77030444374926,118.5676202747327
54.317871,31.846589419827907,118.96509868054628
54.600567,31.938303859200772,119.67339784711956
54.923071,32.06000259263683,120.20225456816493
55.214591,32.25054861626647,120.36727172309249
55.521617,32.5660403874854,120.55030725358903
55.812401,32.91049904239218,120.69130747214733
56.128101,33.219036303099465,120.61550472589343
56.415101,33.430574452883974,121.73528398307381
56.707857,33.549216227450664,122.78818647350131
57.013363,33.643014656105336,122.70877551349996
57.310545,33.70144010879255,121.75329479425339
57.623792,33.737208324106554,121.95840321304142
57.911269,33.791636942540514,122.6442058855164
58.205431,33.85310233422093,122.5815954343894
58.522926,33.99426707824885,121.84430196321665
58.818889,34.19506568617187,122.33980729136377
59.117874,34.42320294296275,123.40025904242007
59.429199,34.62698853915311,123.3628380080205
59.707515,34.81972823571097,122.73836740486263
60.017458,35.059933530253055,121.78492907075612
60.310496,35.399391178212724,121.88604982835739
60.620439,35.83419984575298,125.26191579075424
60.930383,36.39793880300298,126.22070971256136
61.206565,37.12412775052532,125.89551661192714
61.511394,37.808967854448184,126.1162228016737
61.80673,38.412889793780224,126.45095459735094
62.111751,39.0553466238521,125.82221767856716
62.418216,39.715108885791295,124.8772363318184
62.719698,40.255268695709034,124.800162768144
63.021179,40.639656925652694,124.93222187842248
63.316611,40.87072821998507,124.78299916857807
63.611438,41.01088879131913,125.11997758790939
63.920716,41.247937844380886,125.83150674875974
64.226499,41.712207917566516,127.07708180178909
64.501572,42.316273580297306,128.2931708649075
64.830752,42.859812781182896,130.8225665238112
65.123357,43.23826485653892,131.28889600201308
65.415962,43.45144069663017,130.71540938346266
65.708566,43.41242546716295,130.07080994009107
66.001171,43.2053484160316,128.5457155696708
66.330351,42.99213286289594,128.6441131470853
66.600412,42.84616473159417,132.44571807412265
66.908608,42.7935373833879,133.94087259126752
67.200251,43.054387787720785,132.7978857873845
67.515062,43.73046265541754,131.73817534649015
67.824519,44.51336561252363,131.36392718054742
68.113631,45.397546288311176,131.28335130457728
68.414308,46.430537414720426,130.885562758798
